-------------------------------
angle,output,Kp,Ki,Kd
0.0,-0.02,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
-0.02,0.25,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.02,0.16,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.02,0.24,10.23,0.0,0.0
-0.01,0.1,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
-0.0,0.02,10.22,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.03,-0.29,10.22,0.0,0.0
0.04,-0.44,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.04,-0.44,10.23,0.0,0.0
0.05,-0.51,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.05,-0.46,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.04,-0.41,10.22,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.05,-0.46,10.23,0.0,0.0
0.05,-0.48,10.22,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.05,-0.49,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.04,-0.37,10.22,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
-0.0,0.05,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.01,-0.05,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
-0.02,0.19,10.23,0.0,0.0
-0.02,0.17,10.23,0.0,0.0
-0.02,0.15,10.23,0.0,0.0
-0.01,0.14,10.23,0.0,0.0
-0.02,0.24,10.23,0.0,0.0
-0.03,0.28,10.22,0.0,0.0
-0.03,0.31,10.23,0.0,0.0
-0.04,0.4,10.23,0.0,0.0
-0.03,0.3,10.22,0.0,0.0
-0.03,0.33,10.23,0.0,0.0
-0.03,0.3,10.23,0.0,0.0
-0.02,0.21,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.01,0.1,10.23,0.0,0.0
-0.03,0.27,10.23,0.0,0.0
-0.02,0.25,10.23,0.0,0.0
-0.01,0.1,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
0.0,-0.03,10.22,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.01,-0.12,10.22,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.01,0.05,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.15,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.02,0.17,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.01,0.09,10.22,0.0,0.0
-0.01,0.14,10.23,0.0,0.0
-0.02,0.19,10.23,0.0,0.0
-0.01,0.11,10.22,0.0,0.0
-0.01,0.1,10.22,0.0,0.0
-0.01,0.09,10.22,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
-0.1,0.98,10.23,0.0,0.0
-0.09,0.94,10.23,0.0,0.0
-0.08,0.79,10.23,0.0,0.0
-0.07,0.71,10.23,0.0,0.0
-0.06,0.64,10.23,0.0,0.0
-0.06,0.57,10.23,0.0,0.0
-0.05,0.52,10.23,0.0,0.0
-0.05,0.47,10.23,0.0,0.0
-0.04,0.42,10.23,0.0,0.0
-0.04,0.38,10.23,0.0,0.0
-0.03,0.34,10.23,0.0,0.0
-0.05,0.48,10.23,0.0,0.0
-0.04,0.44,10.23,0.0,0.0
-0.02,0.21,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.53,-5.38,10.23,0.0,0.0
0.47,-4.84,10.23,0.0,0.0
0.44,-4.53,10.23,0.0,0.0
0.4,-4.14,10.23,0.0,0.0
0.38,-3.85,10.23,0.0,0.0
0.33,-3.4,10.23,0.0,0.0
0.31,-3.18,10.22,0.0,0.0
0.3,-3.04,10.23,0.0,0.0
0.27,-2.8,10.23,0.0,0.0
0.24,-2.46,10.23,0.0,0.0
0.22,-2.21,10.23,0.0,0.0
0.2,-2.05,10.23,0.0,0.0
0.17,-1.79,10.23,0.0,0.0
0.17,-1.73,10.23,0.0,0.0
0.15,-1.49,10.22,0.0,0.0
0.13,-1.28,10.22,0.0,0.0
0.11,-1.1,10.23,0.0,0.0
0.09,-0.93,10.23,0.0,0.0
0.09,-0.89,10.23,0.0,0.0
0.09,-0.92,10.23,0.0,0.0
0.08,-0.83,10.23,0.0,0.0
0.08,-0.81,10.23,0.0,0.0
0.07,-0.67,10.22,0.0,0.0
0.08,-0.84,10.23,0.0,0.0
0.09,-0.88,10.23,0.0,0.0
0.09,-0.91,10.23,0.0,0.0
0.09,-0.88,10.23,0.0,0.0
0.05,-0.55,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.05,-0.49,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.02,-0.24,10.22,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.04,-0.4,10.22,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.1,-1.01,10.23,0.0,0.0
0.1,-0.97,10.23,0.0,0.0
0.09,-0.94,10.23,0.0,0.0
0.08,-0.84,10.23,0.0,0.0
0.05,-0.52,10.23,0.0,0.0
0.05,-0.47,10.23,0.0,0.0
0.04,-0.36,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.05,-0.52,10.23,0.0,0.0
0.06,-0.59,10.23,0.0,0.0
0.06,-0.59,10.23,0.0,0.0
0.05,-0.53,10.22,0.0,0.0
0.06,-0.66,10.23,0.0,0.0
0.08,-0.77,10.23,0.0,0.0
0.07,-0.75,10.22,0.0,0.0
0.06,-0.62,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.06,-0.62,10.23,0.0,0.0
0.07,-0.68,10.23,0.0,0.0
0.06,-0.61,10.23,0.0,0.0
0.05,-0.55,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.07,-0.68,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.07,-0.68,10.23,0.0,0.0
0.07,-0.73,10.23,0.0,0.0
0.06,-0.66,10.23,0.0,0.0
0.07,-0.71,10.23,0.0,0.0
0.07,-0.7,10.23,0.0,0.0
0.06,-0.63,10.23,0.0,0.0
0.05,-0.51,10.23,0.0,0.0
0.05,-0.52,10.23,0.0,0.0
0.05,-0.52,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.05,-0.55,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.05,-0.49,10.22,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.01,-0.15,10.22,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.02,-0.26,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.04,-0.42,10.22,0.0,0.0
0.05,-0.49,10.22,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.06,-0.57,10.23,0.0,0.0
0.05,-0.52,10.23,0.0,0.0
0.05,-0.46,10.23,0.0,0.0
0.05,-0.54,10.23,0.0,0.0
0.05,-0.54,10.23,0.0,0.0
0.05,-0.55,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.05,-0.54,10.23,0.0,0.0
0.06,-0.61,10.23,0.0,0.0
0.07,-0.67,10.23,0.0,0.0
0.06,-0.6,10.23,0.0,0.0
0.06,-0.6,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.05,-0.49,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.06,-0.63,10.23,0.0,0.0
0.06,-0.62,10.23,0.0,0.0
0.07,-0.74,10.23,0.0,0.0
0.07,-0.73,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.05,-0.48,10.22,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.03,-0.28,10.22,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.05,-0.55,10.23,0.0,0.0
0.07,-0.67,10.23,0.0,0.0
0.07,-0.67,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.29,10.22,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.01,-0.05,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.01,-0.15,10.22,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.0,-0.0,10.23,0.0,0.0
0.0,-0.0,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.05,-0.46,10.23,0.0,0.0
0.06,-0.6,10.23,0.0,0.0
0.06,-0.6,10.23,0.0,0.0
0.06,-0.66,10.23,0.0,0.0
0.07,-0.71,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.07,-0.7,10.23,0.0,0.0
0.08,-0.81,10.23,0.0,0.0
0.09,-0.97,10.23,0.0,0.0
0.08,-0.81,10.23,0.0,0.0
0.08,-0.79,10.23,0.0,0.0
0.08,-0.77,10.23,0.0,0.0
0.08,-0.82,10.23,0.0,0.0
0.07,-0.73,10.23,0.0,0.0
0.06,-0.66,10.23,0.0,0.0
0.06,-0.59,10.23,0.0,0.0
0.05,-0.54,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.44,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.05,-0.52,10.23,0.0,0.0
0.06,-0.59,10.23,0.0,0.0
0.06,-0.59,10.23,0.0,0.0
0.07,-0.72,10.23,0.0,0.0
0.07,-0.76,10.23,0.0,0.0
0.07,-0.75,10.23,0.0,0.0
0.07,-0.67,10.23,0.0,0.0
0.06,-0.66,10.23,0.0,0.0
0.07,-0.72,10.23,0.0,0.0
0.05,-0.47,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.04,-0.43,10.22,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.05,-0.47,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.04,-0.36,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
0.0,-0.01,10.22,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
-0.0,0.0,10.22,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.06,-0.57,10.23,0.0,0.0
0.06,-0.57,10.23,0.0,0.0
0.04,-0.46,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.06,-0.63,10.23,0.0,0.0
0.06,-0.57,10.22,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.05,-0.47,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.04,-0.36,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.06,-0.57,10.23,0.0,0.0
0.06,-0.57,10.23,0.0,0.0
0.06,-0.63,10.23,0.0,0.0
0.06,-0.63,10.23,0.0,0.0
0.07,-0.69,10.23,0.0,0.0
0.07,-0.68,10.23,0.0,0.0
0.07,-0.73,10.23,0.0,0.0
0.07,-0.72,10.23,0.0,0.0
0.06,-0.65,10.23,0.0,0.0
0.05,-0.52,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.06,-0.6,10.23,0.0,0.0
0.05,-0.54,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.05,-0.49,10.23,0.0,0.0
0.05,-0.5,10.22,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.17,10.22,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
-0.02,0.21,10.23,0.0,0.0
-0.02,0.18,10.23,0.0,0.0
-0.02,0.17,10.23,0.0,0.0
-0.01,0.15,10.22,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
0.01,-0.05,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.03,-0.26,10.22,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.04,-0.46,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.05,-0.51,10.23,0.0,0.0
0.05,-0.46,10.23,0.0,0.0
0.03,-0.36,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.05,-0.46,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.02,-0.16,10.22,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
-0.01,0.12,10.22,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.03,-0.27,10.22,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.05,-0.46,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.15,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
0.01,-0.12,10.22,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.02,0.22,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
-0.01,0.14,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.01,0.05,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.02,0.16,10.23,0.0,0.0
-0.02,0.2,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
-0.02,0.17,10.23,0.0,0.0
-0.01,0.15,10.23,0.0,0.0
-0.02,0.2,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.01,0.1,10.23,0.0,0.0
